year_quarter,year,hb,admission_type,simd,stays,average_length_of_stay,winter,post_covid
2020 Q3,2020,S08000017,Emergency Inpatients,3,1395,7.80215053763441,FALSE,TRUE
2020 Q4,2020,S08000017,Emergency Inpatients,3,1360,8.51397058823529,TRUE,TRUE
2021 Q1,2021,S08000017,Emergency Inpatients,3,1277,8.97729052466719,TRUE,TRUE
2021 Q2,2021,S08000017,Emergency Inpatients,3,1412,8.06090651558074,FALSE,TRUE
2021 Q3,2021,S08000017,Emergency Inpatients,3,1311,8.22654462242563,FALSE,TRUE
2021 Q4,2021,S08000017,Emergency Inpatients,3,1378,9.51233671988389,TRUE,TRUE
2022 Q1,2022,S08000017,Emergency Inpatients,3,1316,9.05775075987842,TRUE,TRUE
2022 Q2,2022,S08000017,Emergency Inpatients,3,1335,8.82696629213483,FALSE,TRUE
2022 Q3,2022,S08000017,Emergency Inpatients,3,1342,9.73472429210134,FALSE,TRUE
2022 Q4,2022,S08000017,Emergency Inpatients,3,1328,9.55572289156627,TRUE,TRUE
2018 Q1,2018,S08000017,Emergency Inpatients,4,512,9.58203125,TRUE,FALSE
2018 Q2,2018,S08000017,Emergency Inpatients,4,546,8.1007326007326,FALSE,FALSE
2018 Q3,2018,S08000017,Emergency Inpatients,4,544,9.22426470588235,FALSE,FALSE
2018 Q4,2018,S08000017,Emergency Inpatients,4,558,9.66487455197133,TRUE,FALSE
2019 Q1,2019,S08000017,Emergency Inpatients,4,574,8.78919860627178,TRUE,FALSE
2019 Q2,2019,S08000017,Emergency Inpatients,4,554,9.47111913357401,FALSE,FALSE
2019 Q3,2019,S08000017,Emergency Inpatients,4,555,10.3477477477477,FALSE,FALSE
2019 Q4,2019,S08000017,Emergency Inpatients,4,596,8.45637583892617,TRUE,FALSE
2020 Q1,2020,S08000017,Emergency Inpatients,4,543,11.4309392265193,TRUE,TRUE
2020 Q2,2020,S08000017,Emergency Inpatients,4,429,8.4009324009324,FALSE,TRUE
2020 Q3,2020,S08000017,Emergency Inpatients,4,523,7.44741873804971,FALSE,TRUE
2020 Q4,2020,S08000017,Emergency Inpatients,4,503,6.97216699801193,TRUE,TRUE
2021 Q1,2021,S08000017,Emergency Inpatients,4,506,9.44268774703557,TRUE,TRUE
2021 Q2,2021,S08000017,Emergency Inpatients,4,556,7.66906474820144,FALSE,TRUE
2021 Q3,2021,S08000017,Emergency Inpatients,4,529,9.72400756143667,FALSE,TRUE
2021 Q4,2021,S08000017,Emergency Inpatients,4,535,10.2336448598131,TRUE,TRUE
2022 Q1,2022,S08000017,Emergency Inpatients,4,529,9.50850661625709,TRUE,TRUE
2022 Q2,2022,S08000017,Emergency Inpatients,4,552,9.39130434782609,FALSE,TRUE
2022 Q3,2022,S08000017,Emergency Inpatients,4,519,11.9826589595376,FALSE,TRUE
2022 Q4,2022,S08000017,Emergency Inpatients,4,518,8.96718146718147,TRUE,TRUE
2018 Q1,2018,S08000017,Emergency Inpatients,5,251,8.23505976095618,TRUE,FALSE
2018 Q2,2018,S08000017,Emergency Inpatients,5,263,8.03041825095057,FALSE,FALSE
2018 Q3,2018,S08000017,Emergency Inpatients,5,257,7.80544747081712,FALSE,FALSE
2018 Q4,2018,S08000017,Emergency Inpatients,5,255,8.64705882352941,TRUE,FALSE
2019 Q1,2019,S08000017,Emergency Inpatients,5,241,8.48132780082988,TRUE,FALSE
2019 Q2,2019,S08000017,Emergency Inpatients,5,245,7.40816326530612,FALSE,FALSE
2019 Q3,2019,S08000017,Emergency Inpatients,5,220,8.80909090909091,FALSE,FALSE
2019 Q4,2019,S08000017,Emergency Inpatients,5,269,7.50185873605948,TRUE,FALSE
2020 Q1,2020,S08000017,Emergency Inpatients,5,263,12.6501901140684,TRUE,TRUE
2020 Q2,2020,S08000017,Emergency Inpatients,5,186,8.83333333333333,FALSE,TRUE
2020 Q3,2020,S08000017,Emergency Inpatients,5,232,7.25431034482759,FALSE,TRUE
2020 Q4,2020,S08000017,Emergency Inpatients,5,217,6.41013824884793,TRUE,TRUE
2021 Q1,2021,S08000017,Emergency Inpatients,5,234,8.06837606837607,TRUE,TRUE
2021 Q2,2021,S08000017,Emergency Inpatients,5,268,5.41044776119403,FALSE,TRUE
2021 Q3,2021,S08000017,Emergency Inpatients,5,248,10.1975806451613,FALSE,TRUE
2021 Q4,2021,S08000017,Emergency Inpatients,5,271,8.39852398523985,TRUE,TRUE
2022 Q1,2022,S08000017,Emergency Inpatients,5,272,8.11764705882353,TRUE,TRUE
2022 Q2,2022,S08000017,Emergency Inpatients,5,252,7.71031746031746,FALSE,TRUE
2022 Q3,2022,S08000017,Emergency Inpatients,5,258,9.67829457364341,FALSE,TRUE
2022 Q4,2022,S08000017,Emergency Inpatients,5,278,8.94604316546763,TRUE,TRUE
2018 Q1,2018,S08000029,Emergency Inpatients,1,2138,7.04162768942937,TRUE,FALSE
2018 Q2,2018,S08000029,Emergency Inpatients,1,2239,6.81866904868245,FALSE,FALSE
2018 Q3,2018,S08000029,Emergency Inpatients,1,2047,6.79970688812897,FALSE,FALSE
2018 Q4,2018,S08000029,Emergency Inpatients,1,2148,7.75418994413408,TRUE,FALSE
2019 Q1,2019,S08000029,Emergency Inpatients,1,2203,6.5369950068089,TRUE,FALSE
2019 Q2,2019,S08000029,Emergency Inpatients,1,2166,6.33287165281625,FALSE,FALSE
2019 Q3,2019,S08000029,Emergency Inpatients,1,2271,6.80273007485689,FALSE,FALSE
2019 Q4,2019,S08000029,Emergency Inpatients,1,2123,7.04050871408384,TRUE,FALSE
2020 Q1,2020,S08000029,Emergency Inpatients,1,1956,8.39519427402863,TRUE,TRUE
2020 Q2,2020,S08000029,Emergency Inpatients,1,1413,7.07360226468507,FALSE,TRUE
2020 Q3,2020,S08000029,Emergency Inpatients,1,1872,6.3792735042735,FALSE,TRUE
2020 Q4,2020,S08000029,Emergency Inpatients,1,1877,6.6387852956846,TRUE,TRUE
2021 Q1,2021,S08000029,Emergency Inpatients,1,1761,7.00170357751278,TRUE,TRUE
2021 Q2,2021,S08000029,Emergency Inpatients,1,2134,7.17104029990628,FALSE,TRUE
2021 Q3,2021,S08000029,Emergency Inpatients,1,2066,6.95208131655373,FALSE,TRUE
2021 Q4,2021,S08000029,Emergency Inpatients,1,2004,7.38972055888224,TRUE,TRUE
2022 Q1,2022,S08000029,Emergency Inpatients,1,1865,7.02788203753351,TRUE,TRUE
2022 Q2,2022,S08000029,Emergency Inpatients,1,1852,6.89308855291577,FALSE,TRUE
2022 Q3,2022,S08000029,Emergency Inpatients,1,1895,6.45963060686016,FALSE,TRUE
2022 Q4,2022,S08000029,Emergency Inpatients,1,1901,6.40084166228301,TRUE,TRUE
2018 Q1,2018,S08000029,Emergency Inpatients,2,2052,8.12085769980507,TRUE,FALSE
2018 Q2,2018,S08000029,Emergency Inpatients,2,2158,6.8790546802595,FALSE,FALSE
2018 Q3,2018,S08000029,Emergency Inpatients,2,2035,7.17690417690418,FALSE,FALSE
2018 Q4,2018,S08000029,Emergency Inpatients,2,2045,7.5281173594132,TRUE,FALSE
2019 Q1,2019,S08000029,Emergency Inpatients,2,2138,7.88727782974743,TRUE,FALSE
2019 Q2,2019,S08000029,Emergency Inpatients,2,2209,6.83159800814848,FALSE,FALSE
2019 Q3,2019,S08000029,Emergency Inpatients,2,2168,7.45525830258303,FALSE,FALSE
2019 Q4,2019,S08000029,Emergency Inpatients,2,2158,7.61353104726599,TRUE,FALSE
2020 Q1,2020,S08000029,Emergency Inpatients,2,2023,8.16411270390509,TRUE,TRUE
2020 Q2,2020,S08000029,Emergency Inpatients,2,1478,6.87753721244926,FALSE,TRUE
2020 Q3,2020,S08000029,Emergency Inpatients,2,1841,7.2753938077132,FALSE,TRUE
2020 Q4,2020,S08000029,Emergency Inpatients,2,1866,7.96087888531618,TRUE,TRUE
2021 Q1,2021,S08000029,Emergency Inpatients,2,1857,7.62681744749596,TRUE,TRUE
2021 Q2,2021,S08000029,Emergency Inpatients,2,1966,7.14649033570702,FALSE,TRUE
2021 Q3,2021,S08000029,Emergency Inpatients,2,1972,7.7210953346856,FALSE,TRUE
2021 Q4,2021,S08000029,Emergency Inpatients,2,1884,7.49256900212314,TRUE,TRUE
2022 Q1,2022,S08000029,Emergency Inpatients,2,1889,7.44362096347274,TRUE,TRUE
2022 Q2,2022,S08000029,Emergency Inpatients,2,2009,6.75808860129418,FALSE,TRUE
2022 Q3,2022,S08000029,Emergency Inpatients,2,1954,7.34902763561924,FALSE,TRUE
2022 Q4,2022,S08000029,Emergency Inpatients,2,1996,7.27354709418838,TRUE,TRUE
2018 Q1,2018,S08000029,Emergency Inpatients,3,1722,8.10336817653891,TRUE,FALSE
2018 Q2,2018,S08000029,Emergency Inpatients,3,1667,7.35752849430114,FALSE,FALSE
2018 Q3,2018,S08000029,Emergency Inpatients,3,1680,6.28571428571429,FALSE,FALSE
2018 Q4,2018,S08000029,Emergency Inpatients,3,1680,7.33630952380952,TRUE,FALSE
2019 Q1,2019,S08000029,Emergency Inpatients,3,1656,6.94867149758454,TRUE,FALSE
2019 Q2,2019,S08000029,Emergency Inpatients,3,1675,8.34567164179104,FALSE,FALSE
2019 Q3,2019,S08000029,Emergency Inpatients,3,1723,7.26291352292513,FALSE,FALSE
2019 Q4,2019,S08000029,Emergency Inpatients,3,1706,7.75439624853458,TRUE,FALSE
2020 Q1,2020,S08000029,Emergency Inpatients,3,1583,9.37902716361339,TRUE,TRUE
2020 Q2,2020,S08000029,Emergency Inpatients,3,1173,7.1977834612105704,FALSE,TRUE
2020 Q3,2020,S08000029,Emergency Inpatients,3,1513,7.1044282881692,FALSE,TRUE
2020 Q4,2020,S08000029,Emergency Inpatients,3,1496,7.95922459893048,TRUE,TRUE
2021 Q1,2021,S08000029,Emergency Inpatients,3,1441,8.55378209576683,TRUE,TRUE
2021 Q2,2021,S08000029,Emergency Inpatients,3,1546,6.97542043984476,FALSE,TRUE
2021 Q3,2021,S08000029,Emergency Inpatients,3,1605,6.91775700934579,FALSE,TRUE
2021 Q4,2021,S08000029,Emergency Inpatients,3,1592,7.07097989949749,TRUE,TRUE
2022 Q1,2022,S08000029,Emergency Inpatients,3,1528,7.21858638743455,TRUE,TRUE
2022 Q2,2022,S08000029,Emergency Inpatients,3,1509,7.31013916500994,FALSE,TRUE
2022 Q3,2022,S08000029,Emergency Inpatients,3,1559,6.46311738293778,FALSE,TRUE
2022 Q4,2022,S08000029,Emergency Inpatients,3,1555,7.71768488745981,TRUE,TRUE
2018 Q1,2018,S08000029,Emergency Inpatients,4,1529,8.41857423152387,TRUE,FALSE
2018 Q2,2018,S08000029,Emergency Inpatients,4,1520,7.3546052631579,FALSE,FALSE
2018 Q3,2018,S08000029,Emergency Inpatients,4,1425,7.4659649122807,FALSE,FALSE
2018 Q4,2018,S08000029,Emergency Inpatients,4,1480,7.66283783783784,TRUE,FALSE
2019 Q1,2019,S08000029,Emergency Inpatients,4,1509,8.31544068919814,TRUE,FALSE
2019 Q2,2019,S08000029,Emergency Inpatients,4,1596,6.83458646616541,FALSE,FALSE
2019 Q3,2019,S08000029,Emergency Inpatients,4,1507,6.33377571333776,FALSE,FALSE
2019 Q4,2019,S08000029,Emergency Inpatients,4,1549,7.64557779212395,TRUE,FALSE
2020 Q1,2020,S08000029,Emergency Inpatients,4,1414,8.85148514851485,TRUE,TRUE
2020 Q2,2020,S08000029,Emergency Inpatients,4,1082,7.29574861367837,FALSE,TRUE
2020 Q3,2020,S08000029,Emergency Inpatients,4,1415,7.13780918727915,FALSE,TRUE
2020 Q4,2020,S08000029,Emergency Inpatients,4,1282,7.42823712948518,TRUE,TRUE
2021 Q1,2021,S08000029,Emergency Inpatients,4,1287,8.12509712509713,TRUE,TRUE
2021 Q2,2021,S08000029,Emergency Inpatients,4,1414,6.63861386138614,FALSE,TRUE
2021 Q3,2021,S08000029,Emergency Inpatients,4,1429,7.074177746676,FALSE,TRUE
2021 Q4,2021,S08000029,Emergency Inpatients,4,1406,7.9551920341394,TRUE,TRUE
2022 Q1,2022,S08000029,Emergency Inpatients,4,1451,8,TRUE,TRUE
2022 Q2,2022,S08000029,Emergency Inpatients,4,1445,8.26228373702422,FALSE,TRUE
2022 Q3,2022,S08000029,Emergency Inpatients,4,1457,7.61976664378861,FALSE,TRUE
2022 Q4,2022,S08000029,Emergency Inpatients,4,1456,7.14217032967033,TRUE,TRUE
2018 Q1,2018,S08000029,Emergency Inpatients,5,1145,6.36681222707424,TRUE,FALSE
2018 Q2,2018,S08000029,Emergency Inpatients,5,1133,6.41835834068844,FALSE,FALSE
2018 Q3,2018,S08000029,Emergency Inpatients,5,1014,6.4585798816568,FALSE,FALSE
2018 Q4,2018,S08000029,Emergency Inpatients,5,1160,6.77844827586207,TRUE,FALSE
2019 Q1,2019,S08000029,Emergency Inpatients,5,1235,5.77813765182186,TRUE,FALSE
2019 Q2,2019,S08000029,Emergency Inpatients,5,1157,7.56179775280899,FALSE,FALSE
2019 Q3,2019,S08000029,Emergency Inpatients,5,1159,7.14322691975841,FALSE,FALSE
2019 Q4,2019,S08000029,Emergency Inpatients,5,1170,6.92051282051282,TRUE,FALSE
2020 Q1,2020,S08000029,Emergency Inpatients,5,1024,8.3349609375,TRUE,TRUE
2020 Q2,2020,S08000029,Emergency Inpatients,5,765,7.00392156862745,FALSE,TRUE
2020 Q3,2020,S08000029,Emergency Inpatients,5,1026,7.12085769980507,FALSE,TRUE
2020 Q4,2020,S08000029,Emergency Inpatients,5,958,6.97912317327766,TRUE,TRUE
2021 Q1,2021,S08000029,Emergency Inpatients,5,992,7.59576612903226,TRUE,TRUE
2021 Q2,2021,S08000029,Emergency Inpatients,5,1105,6.99366515837104,FALSE,TRUE
2021 Q3,2021,S08000029,Emergency Inpatients,5,1089,6.84848484848485,FALSE,TRUE
2021 Q4,2021,S08000029,Emergency Inpatients,5,1142,6.64185639229422,TRUE,TRUE
2022 Q1,2022,S08000029,Emergency Inpatients,5,1046,6.73135755258126,TRUE,TRUE
2022 Q2,2022,S08000029,Emergency Inpatients,5,1140,7.60350877192982,FALSE,TRUE
2022 Q3,2022,S08000029,Emergency Inpatients,5,1116,7.14964157706093,FALSE,TRUE
2022 Q4,2022,S08000029,Emergency Inpatients,5,1106,7.08318264014467,TRUE,TRUE
2018 Q1,2018,S08000019,Emergency Inpatients,1,344,6.79941860465116,TRUE,FALSE
2018 Q2,2018,S08000019,Emergency Inpatients,1,333,7.6966966966967,FALSE,FALSE
2018 Q3,2018,S08000019,Emergency Inpatients,1,422,6.41232227488152,FALSE,FALSE
2018 Q4,2018,S08000019,Emergency Inpatients,1,419,5.6873508353222,TRUE,FALSE
2019 Q1,2019,S08000019,Emergency Inpatients,1,384,8.45572916666667,TRUE,FALSE
2019 Q2,2019,S08000019,Emergency Inpatients,1,430,6.4,FALSE,FALSE
2019 Q3,2019,S08000019,Emergency Inpatients,1,460,5.53478260869565,FALSE,FALSE
2019 Q4,2019,S08000019,Emergency Inpatients,1,505,5.7009900990099,TRUE,FALSE
2020 Q1,2020,S08000019,Emergency Inpatients,1,450,6.55111111111111,TRUE,TRUE
2020 Q2,2020,S08000019,Emergency Inpatients,1,318,6.0062893081761,FALSE,TRUE
2020 Q3,2020,S08000019,Emergency Inpatients,1,436,5.77752293577982,FALSE,TRUE
2020 Q4,2020,S08000019,Emergency Inpatients,1,388,6.70876288659794,TRUE,TRUE
2021 Q1,2021,S08000019,Emergency Inpatients,1,440,9.02727272727273,TRUE,TRUE
2021 Q2,2021,S08000019,Emergency Inpatients,1,435,5.16091954022988,FALSE,TRUE
2021 Q3,2021,S08000019,Emergency Inpatients,1,392,7.18877551020408,FALSE,TRUE
2021 Q4,2021,S08000019,Emergency Inpatients,1,395,6.32911392405063,TRUE,TRUE
2022 Q1,2022,S08000019,Emergency Inpatients,1,423,8.3144208037825,TRUE,TRUE
2022 Q2,2022,S08000019,Emergency Inpatients,1,454,6.67400881057269,FALSE,TRUE
2022 Q3,2022,S08000019,Emergency Inpatients,1,413,7.93462469733656,FALSE,TRUE
2022 Q4,2022,S08000019,Emergency Inpatients,1,377,9.26525198938992,TRUE,TRUE
2018 Q1,2018,S08000019,Emergency Inpatients,2,236,7.29661016949153,TRUE,FALSE
2018 Q2,2018,S08000019,Emergency Inpatients,2,287,7.74216027874564,FALSE,FALSE
2018 Q3,2018,S08000019,Emergency Inpatients,2,275,7.26181818181818,FALSE,FALSE
2018 Q4,2018,S08000019,Emergency Inpatients,2,241,8.09958506224066,TRUE,FALSE
2019 Q1,2019,S08000019,Emergency Inpatients,2,281,7.86120996441281,TRUE,FALSE
2019 Q2,2019,S08000019,Emergency Inpatients,2,354,6.24858757062147,FALSE,FALSE
2019 Q3,2019,S08000019,Emergency Inpatients,2,385,6.91688311688312,FALSE,FALSE
2019 Q4,2019,S08000019,Emergency Inpatients,2,363,6.9228650137741,TRUE,FALSE
2020 Q1,2020,S08000019,Emergency Inpatients,2,354,7.34745762711864,TRUE,TRUE
2020 Q2,2020,S08000019,Emergency Inpatients,2,240,6.1625,FALSE,TRUE
2020 Q3,2020,S08000019,Emergency Inpatients,2,314,7.00955414012739,FALSE,TRUE
2020 Q4,2020,S08000019,Emergency Inpatients,2,280,7.42857142857143,TRUE,TRUE
2021 Q1,2021,S08000019,Emergency Inpatients,2,306,8.5359477124183,TRUE,TRUE
2021 Q2,2021,S08000019,Emergency Inpatients,2,349,7.53295128939828,FALSE,TRUE
2021 Q3,2021,S08000019,Emergency Inpatients,2,292,8.14383561643836,FALSE,TRUE
2021 Q4,2021,S08000019,Emergency Inpatients,2,310,8.18387096774194,TRUE,TRUE
2022 Q1,2022,S08000019,Emergency Inpatients,2,348,9.42816091954023,TRUE,TRUE
2022 Q2,2022,S08000019,Emergency Inpatients,2,345,7.12463768115942,FALSE,TRUE
2022 Q3,2022,S08000019,Emergency Inpatients,2,325,9.87384615384615,FALSE,TRUE
2022 Q4,2022,S08000019,Emergency Inpatients,2,330,8.27272727272727,TRUE,TRUE
2018 Q1,2018,S08000019,Emergency Inpatients,3,190,8.64736842105263,TRUE,FALSE
2018 Q2,2018,S08000019,Emergency Inpatients,3,187,9.7807486631016,FALSE,FALSE
2018 Q3,2018,S08000019,Emergency Inpatients,3,181,8.1878453038674,FALSE,FALSE
2018 Q4,2018,S08000019,Emergency Inpatients,3,191,8.18848167539267,TRUE,FALSE
2019 Q1,2019,S08000019,Emergency Inpatients,3,183,7.9344262295082,TRUE,FALSE
2019 Q2,2019,S08000019,Emergency Inpatients,3,205,8.33170731707317,FALSE,FALSE
2019 Q3,2019,S08000019,Emergency Inpatients,3,231,6.60606060606061,FALSE,FALSE
2019 Q4,2019,S08000019,Emergency Inpatients,3,249,5.51807228915663,TRUE,FALSE
2020 Q1,2020,S08000019,Emergency Inpatients,3,187,9.98930481283423,TRUE,TRUE
2020 Q2,2020,S08000019,Emergency Inpatients,3,159,9.63522012578616,FALSE,TRUE
2020 Q3,2020,S08000019,Emergency Inpatients,3,184,7.14673913043478,FALSE,TRUE
2020 Q4,2020,S08000019,Emergency Inpatients,3,195,7.73333333333333,TRUE,TRUE
2021 Q1,2021,S08000019,Emergency Inpatients,3,189,7.56084656084656,TRUE,TRUE
2021 Q2,2021,S08000019,Emergency Inpatients,3,239,6.31380753138075,FALSE,TRUE
2021 Q3,2021,S08000019,Emergency Inpatients,3,206,8.49514563106796,FALSE,TRUE
2021 Q4,2021,S08000019,Emergency Inpatients,3,221,7.20361990950226,TRUE,TRUE
2022 Q1,2022,S08000019,Emergency Inpatients,3,228,7.71052631578947,TRUE,TRUE
2022 Q2,2022,S08000019,Emergency Inpatients,3,233,8.93562231759657,FALSE,TRUE
2022 Q3,2022,S08000019,Emergency Inpatients,3,236,7.42796610169492,FALSE,TRUE
2022 Q4,2022,S08000019,Emergency Inpatients,3,235,7.05531914893617,TRUE,TRUE
2018 Q1,2018,S08000019,Emergency Inpatients,4,135,9.60740740740741,TRUE,FALSE
2018 Q2,2018,S08000019,Emergency Inpatients,4,147,9.8843537414966,FALSE,FALSE
2018 Q3,2018,S08000019,Emergency Inpatients,4,140,8.1,FALSE,FALSE
2018 Q4,2018,S08000019,Emergency Inpatients,4,152,7.80921052631579,TRUE,FALSE
2019 Q1,2019,S08000019,Emergency Inpatients,4,134,8.50746268656716,TRUE,FALSE
2019 Q2,2019,S08000019,Emergency Inpatients,4,139,8.84892086330935,FALSE,FALSE
2019 Q3,2019,S08000019,Emergency Inpatients,4,167,7.31736526946108,FALSE,FALSE
2019 Q4,2019,S08000019,Emergency Inpatients,4,189,6.89417989417989,TRUE,FALSE
2020 Q1,2020,S08000019,Emergency Inpatients,4,193,8.06735751295337,TRUE,TRUE
2020 Q2,2020,S08000019,Emergency Inpatients,4,119,10.1428571428571,FALSE,TRUE
2020 Q3,2020,S08000019,Emergency Inpatients,4,168,6.31547619047619,FALSE,TRUE
2020 Q4,2020,S08000019,Emergency Inpatients,4,195,6.92307692307692,TRUE,TRUE
2021 Q1,2021,S08000019,Emergency Inpatients,4,141,5.19858156028369,TRUE,TRUE
2021 Q2,2021,S08000019,Emergency Inpatients,4,194,8.5979381443299,FALSE,TRUE
2021 Q3,2021,S08000019,Emergency Inpatients,4,160,4.9625,FALSE,TRUE
2021 Q4,2021,S08000019,Emergency Inpatients,4,149,6.8255033557047,TRUE,TRUE
2022 Q1,2022,S08000019,Emergency Inpatients,4,170,5.63529411764706,TRUE,TRUE
2022 Q2,2022,S08000019,Emergency Inpatients,4,188,6.61170212765957,FALSE,TRUE
2022 Q3,2022,S08000019,Emergency Inpatients,4,130,7.95384615384615,FALSE,TRUE
2022 Q4,2022,S08000019,Emergency Inpatients,4,139,6.9568345323741,TRUE,TRUE
2018 Q1,2018,S08000019,Emergency Inpatients,5,105,6.8,TRUE,FALSE
2018 Q2,2018,S08000019,Emergency Inpatients,5,124,11.7983870967742,FALSE,FALSE
2018 Q3,2018,S08000019,Emergency Inpatients,5,129,6.92248062015504,FALSE,FALSE
2018 Q4,2018,S08000019,Emergency Inpatients,5,103,7.99029126213592,TRUE,FALSE
2019 Q1,2019,S08000019,Emergency Inpatients,5,109,6.92660550458716,TRUE,FALSE
2019 Q2,2019,S08000019,Emergency Inpatients,5,151,7.73509933774834,FALSE,FALSE
2019 Q3,2019,S08000019,Emergency Inpatients,5,147,5.89795918367347,FALSE,FALSE
2019 Q4,2019,S08000019,Emergency Inpatients,5,175,7.22285714285714,TRUE,FALSE
2020 Q1,2020,S08000019,Emergency Inpatients,5,134,5.48507462686567,TRUE,TRUE
2020 Q2,2020,S08000019,Emergency Inpatients,5,113,5.61061946902655,FALSE,TRUE
2020 Q3,2020,S08000019,Emergency Inpatients,5,152,6.82894736842105,FALSE,TRUE
2020 Q4,2020,S08000019,Emergency Inpatients,5,118,7.72881355932203,TRUE,TRUE
2021 Q1,2021,S08000019,Emergency Inpatients,5,144,6.78472222222222,TRUE,TRUE
2021 Q2,2021,S08000019,Emergency Inpatients,5,164,5.95121951219512,FALSE,TRUE
2021 Q3,2021,S08000019,Emergency Inpatients,5,143,3.62237762237762,FALSE,TRUE
2021 Q4,2021,S08000019,Emergency Inpatients,5,139,5.59712230215827,TRUE,TRUE
2022 Q1,2022,S08000019,Emergency Inpatients,5,168,6.29166666666667,TRUE,TRUE
2022 Q2,2022,S08000019,Emergency Inpatients,5,180,6.81111111111111,FALSE,TRUE
2022 Q3,2022,S08000019,Emergency Inpatients,5,144,7.09722222222222,FALSE,TRUE
2022 Q4,2022,S08000019,Emergency Inpatients,5,176,6,TRUE,TRUE
2018 Q1,2018,S08000019,Emergency Inpatients,1,794,10.4093198992443,TRUE,FALSE
2018 Q2,2018,S08000019,Emergency Inpatients,1,832,6.24519230769231,FALSE,FALSE
2018 Q3,2018,S08000019,Emergency Inpatients,1,783,7.45849297573436,FALSE,FALSE
2018 Q4,2018,S08000019,Emergency Inpatients,1,784,8.54974489795918,TRUE,FALSE
2019 Q1,2019,S08000019,Emergency Inpatients,1,796,7.9070351758794,TRUE,FALSE
2019 Q2,2019,S08000019,Emergency Inpatients,1,917,7.09923664122137,FALSE,FALSE
2019 Q3,2019,S08000019,Emergency Inpatients,1,1011,5.88724035608309,FALSE,FALSE
2019 Q4,2019,S08000019,Emergency Inpatients,1,954,5.10796645702306,TRUE,FALSE
2020 Q1,2020,S08000019,Emergency Inpatients,1,888,6.98536036036036,TRUE,TRUE
2020 Q2,2020,S08000019,Emergency Inpatients,1,618,6.5663430420712,FALSE,TRUE
2020 Q3,2020,S08000019,Emergency Inpatients,1,834,6.2589928057554,FALSE,TRUE
2020 Q4,2020,S08000019,Emergency Inpatients,1,832,5.86899038461539,TRUE,TRUE
2021 Q1,2021,S08000019,Emergency Inpatients,1,747,6.2516733601071,TRUE,TRUE
2021 Q2,2021,S08000019,Emergency Inpatients,1,888,6.48648648648649,FALSE,TRUE
2021 Q3,2021,S08000019,Emergency Inpatients,1,849,5.71967020023557,FALSE,TRUE
2021 Q4,2021,S08000019,Emergency Inpatients,1,839,7.94398092967819,TRUE,TRUE
2022 Q1,2022,S08000019,Emergency Inpatients,1,846,6.82505910165485,TRUE,TRUE
2022 Q2,2022,S08000019,Emergency Inpatients,1,944,7.36652542372881,FALSE,TRUE
2022 Q3,2022,S08000019,Emergency Inpatients,1,864,7.43402777777778,FALSE,TRUE
2022 Q4,2022,S08000019,Emergency Inpatients,1,902,7.05875831485588,TRUE,TRUE
2018 Q1,2018,S08000019,Emergency Inpatients,2,1019,8.34445534838077,TRUE,FALSE
2018 Q2,2018,S08000019,Emergency Inpatients,2,939,9.15548455804047,FALSE,FALSE
2018 Q3,2018,S08000019,Emergency Inpatients,2,934,8.78265524625268,FALSE,FALSE
2018 Q4,2018,S08000019,Emergency Inpatients,2,945,8.24444444444444,TRUE,FALSE
2019 Q1,2019,S08000019,Emergency Inpatients,2,984,7.46239837398374,TRUE,FALSE
2019 Q2,2019,S08000019,Emergency Inpatients,2,1181,6.97798475867909,FALSE,FALSE
2019 Q3,2019,S08000019,Emergency Inpatients,2,1208,6.55546357615894,FALSE,FALSE
2019 Q4,2019,S08000019,Emergency Inpatients,2,1196,6.811872909699,TRUE,FALSE
2020 Q1,2020,S08000019,Emergency Inpatients,2,1176,7.47534013605442,TRUE,TRUE
2020 Q2,2020,S08000019,Emergency Inpatients,2,887,6.576099210823,FALSE,TRUE
2020 Q3,2020,S08000019,Emergency Inpatients,2,1061,5.19792648444863,FALSE,TRUE
2020 Q4,2020,S08000019,Emergency Inpatients,2,991,7.13319878910192,TRUE,TRUE
2021 Q1,2021,S08000019,Emergency Inpatients,2,953,6.78384050367261,TRUE,TRUE
2021 Q2,2021,S08000019,Emergency Inpatients,2,1070,6.52897196261682,FALSE,TRUE
2021 Q3,2021,S08000019,Emergency Inpatients,2,982,6.31059063136456,FALSE,TRUE
2021 Q4,2021,S08000019,Emergency Inpatients,2,1030,7.34271844660194,TRUE,TRUE
2022 Q1,2022,S08000019,Emergency Inpatients,2,1037,8.88428158148505,TRUE,TRUE
2022 Q2,2022,S08000019,Emergency Inpatients,2,1115,7.68609865470852,FALSE,TRUE
2022 Q3,2022,S08000019,Emergency Inpatients,2,1089,8.93847566574839,FALSE,TRUE
2022 Q4,2022,S08000019,Emergency Inpatients,2,1087,7.84636614535419,TRUE,TRUE
2018 Q1,2018,S08000019,Emergency Inpatients,3,862,8.68793503480278,TRUE,FALSE
2018 Q2,2018,S08000019,Emergency Inpatients,3,967,8.12616339193382,FALSE,FALSE
2018 Q3,2018,S08000019,Emergency Inpatients,3,840,8.38690476190476,FALSE,FALSE
2018 Q4,2018,S08000019,Emergency Inpatients,3,917,9.67611777535442,TRUE,FALSE
2019 Q1,2019,S08000019,Emergency Inpatients,3,888,7.7972972972973,TRUE,FALSE
