"","month","country","hbt","treatment_location","department_type","number_of_attendances_all","number_within4hours_all","number_over4hours_all","percentage_within4hours_all","number_of_attendances_episode","number_within4hours_episode","number_over4hours_episode","percentage_within4hours_episode","percentage_within4hours_episode_qf","number_over8hours_episode","percentage_over8hours_episode","number_over12hours_episode","number_over12hours_episode_qf","percentage_over12hours_episode","percentage_over12hours_episode_qf","date","health_board","year_quarter","year","quarter","winter","post_covid","q_percent_within_4_hours","q_percent_over_4_hours","q_percent_above_8_hours","q_percent_above_12_hours","hb_name","hb"
"2088",201912,"S92000003","S08000020","N332H","Minor Injury Unit or Other",31,31,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2019-12-01,"Grampian","2019 Q4",2019,4,"Winter",FALSE,100,0,NA,NA,"Grampian","S08000020"
"2089",201912,"S92000003","S08000020","N333H","Minor Injury Unit or Other",1325,1323,2,99.8,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2019-12-01,"Grampian","2019 Q4",2019,4,"Winter",FALSE,99.8490566037736,0.150943396226415,NA,NA,"Grampian","S08000020"
"2090",201912,"S92000003","S08000020","N334H","Minor Injury Unit or Other",640,640,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2019-12-01,"Grampian","2019 Q4",2019,4,"Winter",FALSE,100,0,NA,NA,"Grampian","S08000020"
"2091",201912,"S92000003","S08000020","N335H","Minor Injury Unit or Other",279,278,1,99.6,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2019-12-01,"Grampian","2019 Q4",2019,4,"Winter",FALSE,99.6415770609319,0.3584229390681,NA,NA,"Grampian","S08000020"
"2092",201912,"S92000003","S08000020","N336H","Minor Injury Unit or Other",95,95,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2019-12-01,"Grampian","2019 Q4",2019,4,"Winter",FALSE,100,0,NA,NA,"Grampian","S08000020"
"2093",201912,"S92000003","S08000020","N337H","Minor Injury Unit or Other",176,173,3,98.3,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2019-12-01,"Grampian","2019 Q4",2019,4,"Winter",FALSE,98.2954545454545,1.70454545454545,NA,NA,"Grampian","S08000020"
"2094",201912,"S92000003","S08000020","N411H","Emergency Department",2475,2298,177,92.8,2475,2298,177,92.8,NA,20,0.8,7,NA,0.3,NA,2019-12-01,"Grampian","2019 Q4",2019,4,"Winter",FALSE,92.8484848484848,7.15151515151515,0.808080808080808,0.282828282828283,"Grampian","S08000020"
"2095",201912,"S92000003","S08000020","N431H","Minor Injury Unit or Other",41,41,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2019-12-01,"Grampian","2019 Q4",2019,4,"Winter",FALSE,100,0,NA,NA,"Grampian","S08000020"
"2096",201912,"S92000003","S08000020","N432H","Minor Injury Unit or Other",6,6,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2019-12-01,"Grampian","2019 Q4",2019,4,"Winter",FALSE,100,0,NA,NA,"Grampian","S08000020"
"2097",201912,"S92000003","S08000020","N433H","Minor Injury Unit or Other",72,72,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2019-12-01,"Grampian","2019 Q4",2019,4,"Winter",FALSE,100,0,NA,NA,"Grampian","S08000020"
"2098",201912,"S92000003","S08000020","N494H","Minor Injury Unit or Other",63,63,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2019-12-01,"Grampian","2019 Q4",2019,4,"Winter",FALSE,100,0,NA,NA,"Grampian","S08000020"
"2099",201912,"S92000003","S08000020","N683C","Minor Injury Unit or Other",49,49,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2019-12-01,"Grampian","2019 Q4",2019,4,"Winter",FALSE,100,0,NA,NA,"Grampian","S08000020"
"2100",201912,"S92000003","S08000031","C206H","Minor Injury Unit or Other",1436,1339,97,93.2,1436,1339,97,93.2,NA,3,0.2,1,NA,0.1,NA,2019-12-01,"Greater Glasgow and Clyde","2019 Q4",2019,4,"Winter",FALSE,93.2451253481894,6.75487465181058,0.20891364902507,0.0696378830083565,"Greater Glasgow and Clyde","S08000031"
"2101",201912,"S92000003","S08000031","C313H","Emergency Department",2716,2334,382,85.9,2716,2334,382,85.9,NA,29,1.1,0,NA,0,NA,2019-12-01,"Greater Glasgow and Clyde","2019 Q4",2019,4,"Winter",FALSE,85.9351988217968,14.0648011782032,1.06774668630339,0,"Greater Glasgow and Clyde","S08000031"
"2102",201912,"S92000003","S08000031","C418H","Emergency Department",5650,4167,1483,73.8,5650,4167,1483,73.8,NA,297,5.3,14,NA,0.2,NA,2019-12-01,"Greater Glasgow and Clyde","2019 Q4",2019,4,"Winter",FALSE,73.7522123893805,26.2477876106195,5.25663716814159,0.247787610619469,"Greater Glasgow and Clyde","S08000031"
"2103",201912,"S92000003","S08000031","G107H","Emergency Department",7927,6021,1906,76,7927,6021,1906,76,NA,146,1.8,7,NA,0.1,NA,2019-12-01,"Greater Glasgow and Clyde","2019 Q4",2019,4,"Winter",FALSE,75.9555948025735,24.0444051974265,1.84180648416803,0.0883057903368235,"Greater Glasgow and Clyde","S08000031"
"2104",201912,"S92000003","S08000031","G207H","Minor Injury Unit or Other",1702,1701,1,99.9,1702,1701,1,99.9,NA,0,0,0,NA,0,NA,2019-12-01,"Greater Glasgow and Clyde","2019 Q4",2019,4,"Winter",FALSE,99.9412455934195,0.0587544065804935,0,0,"Greater Glasgow and Clyde","S08000031"
"2105",201912,"S92000003","S08000031","G306H","Minor Injury Unit or Other",2601,2594,7,99.7,2601,2594,7,99.7,NA,1,0,0,NA,0,NA,2019-12-01,"Greater Glasgow and Clyde","2019 Q4",2019,4,"Winter",FALSE,99.7308727412534,0.269127258746636,0.0384467512495194,0,"Greater Glasgow and Clyde","S08000031"
"2106",201912,"S92000003","S08000031","G405H","Emergency Department",8339,5259,3080,63.1,8339,5259,3080,63.1,NA,796,9.5,259,NA,3.1,NA,2019-12-01,"Greater Glasgow and Clyde","2019 Q4",2019,4,"Winter",FALSE,63.0651157213095,36.9348842786905,9.54550905384339,3.10588799616261,"Greater Glasgow and Clyde","S08000031"
"2107",201912,"S92000003","S08000031","G513H","Emergency Department",6543,6086,457,93,6543,6086,457,93,NA,6,0.1,0,NA,0,NA,2019-12-01,"Greater Glasgow and Clyde","2019 Q4",2019,4,"Winter",FALSE,93.0154363441846,6.98456365581537,0.0917010545621275,0,"Greater Glasgow and Clyde","S08000031"
"2108",201912,"S92000003","S08000022","C106H","Minor Injury Unit or Other",774,773,1,99.9,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2019-12-01,"Highland","2019 Q4",2019,4,"Winter",FALSE,99.8708010335917,0.129198966408269,NA,NA,"Highland","S08000022"
"2109",201912,"S92000003","S08000022","C108H","Minor Injury Unit or Other",115,111,4,96.5,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2019-12-01,"Highland","2019 Q4",2019,4,"Winter",FALSE,96.5217391304348,3.47826086956522,NA,NA,"Highland","S08000022"
"2110",201912,"S92000003","S08000022","C113H","Minor Injury Unit or Other",293,284,9,96.9,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2019-12-01,"Highland","2019 Q4",2019,4,"Winter",FALSE,96.9283276450512,3.07167235494881,NA,NA,"Highland","S08000022"
"2111",201912,"S92000003","S08000022","C121H","Emergency Department",647,612,35,94.6,647,612,35,94.6,NA,2,0.3,1,NA,0.2,NA,2019-12-01,"Highland","2019 Q4",2019,4,"Winter",FALSE,94.5904173106646,5.40958268933539,0.309119010819165,0.154559505409583,"Highland","S08000022"
"2112",201912,"S92000003","S08000022","C122H","Minor Injury Unit or Other",600,589,11,98.2,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2019-12-01,"Highland","2019 Q4",2019,4,"Winter",FALSE,98.1666666666667,1.83333333333333,NA,NA,"Highland","S08000022"
"2113",201912,"S92000003","S08000022","H101H","Minor Injury Unit or Other",168,167,1,99.4,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2019-12-01,"Highland","2019 Q4",2019,4,"Winter",FALSE,99.4047619047619,0.595238095238095,NA,NA,"Highland","S08000022"
"2114",201912,"S92000003","S08000022","H103H","Emergency Department",725,691,34,95.3,725,691,34,95.3,NA,2,0.3,0,NA,0,NA,2019-12-01,"Highland","2019 Q4",2019,4,"Winter",FALSE,95.3103448275862,4.68965517241379,0.275862068965517,0,"Highland","S08000022"
"2115",201912,"S92000003","S08000022","H106H","Minor Injury Unit or Other",51,51,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2019-12-01,"Highland","2019 Q4",2019,4,"Winter",FALSE,100,0,NA,NA,"Highland","S08000022"
"2116",201912,"S92000003","S08000022","H202H","Emergency Department",3135,2669,466,85.1,3135,2669,466,85.1,NA,49,1.6,12,NA,0.4,NA,2019-12-01,"Highland","2019 Q4",2019,4,"Winter",FALSE,85.1355661881978,14.8644338118022,1.56299840510367,0.382775119617225,"Highland","S08000022"
"2117",201912,"S92000003","S08000022","H208H","Minor Injury Unit or Other",340,340,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2019-12-01,"Highland","2019 Q4",2019,4,"Winter",FALSE,100,0,NA,NA,"Highland","S08000022"
"2118",201912,"S92000003","S08000022","H212H","Emergency Department",695,635,60,91.4,695,635,60,91.4,NA,3,0.4,0,NA,0,NA,2019-12-01,"Highland","2019 Q4",2019,4,"Winter",FALSE,91.3669064748201,8.63309352517986,0.431654676258993,0,"Highland","S08000022"
"2119",201912,"S92000003","S08000022","H214H","Minor Injury Unit or Other",355,354,1,99.7,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2019-12-01,"Highland","2019 Q4",2019,4,"Winter",FALSE,99.7183098591549,0.28169014084507,NA,NA,"Highland","S08000022"
"2120",201912,"S92000003","S08000022","H215H","Minor Injury Unit or Other",176,176,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2019-12-01,"Highland","2019 Q4",2019,4,"Winter",FALSE,100,0,NA,NA,"Highland","S08000022"
"2121",201912,"S92000003","S08000022","H219H","Minor Injury Unit or Other",150,150,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2019-12-01,"Highland","2019 Q4",2019,4,"Winter",FALSE,100,0,NA,NA,"Highland","S08000022"
"2122",201912,"S92000003","S08000022","H221B","Minor Injury Unit or Other",42,42,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2019-12-01,"Highland","2019 Q4",2019,4,"Winter",FALSE,100,0,NA,NA,"Highland","S08000022"
"2123",201912,"S92000003","S08000022","H224H","Minor Injury Unit or Other",370,364,6,98.4,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2019-12-01,"Highland","2019 Q4",2019,4,"Winter",FALSE,98.3783783783784,1.62162162162162,NA,NA,"Highland","S08000022"
"2124",201912,"S92000003","S08000022","H227B","Minor Injury Unit or Other",104,104,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2019-12-01,"Highland","2019 Q4",2019,4,"Winter",FALSE,100,0,NA,NA,"Highland","S08000022"
"2125",201912,"S92000003","S08000022","H227H","Minor Injury Unit or Other",63,60,3,95.2,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2019-12-01,"Highland","2019 Q4",2019,4,"Winter",FALSE,95.2380952380952,4.76190476190476,NA,NA,"Highland","S08000022"
"2126",201912,"S92000003","S08000032","L106H","Emergency Department",5890,4750,1140,80.6,5890,4750,1140,80.6,NA,107,1.8,17,NA,0.3,NA,2019-12-01,"Lanarkshire","2019 Q4",2019,4,"Winter",FALSE,80.6451612903226,19.3548387096774,1.81663837011885,0.288624787775891,"Lanarkshire","S08000032"
"2127",201912,"S92000003","S08000032","L206H","Minor Injury Unit or Other",65,65,0,100,65,65,0,100,NA,0,0,0,NA,0,NA,2019-12-01,"Lanarkshire","2019 Q4",2019,4,"Winter",FALSE,100,0,0,0,"Lanarkshire","S08000032"
"2128",201912,"S92000003","S08000032","L207H","Minor Injury Unit or Other",43,43,0,100,43,43,0,100,NA,0,0,0,NA,0,NA,2019-12-01,"Lanarkshire","2019 Q4",2019,4,"Winter",FALSE,100,0,0,0,"Lanarkshire","S08000032"
"2129",201912,"S92000003","S08000032","L302H","Emergency Department",5320,3838,1482,72.1,5320,3838,1482,72.1,NA,337,6.3,125,NA,2.3,NA,2019-12-01,"Lanarkshire","2019 Q4",2019,4,"Winter",FALSE,72.1428571428571,27.8571428571429,6.33458646616541,2.34962406015038,"Lanarkshire","S08000032"
"2130",201912,"S92000003","S08000032","L308H","Emergency Department",6307,4918,1389,78,6307,4918,1389,78,NA,216,3.4,44,NA,0.7,NA,2019-12-01,"Lanarkshire","2019 Q4",2019,4,"Winter",FALSE,77.9768511178056,22.0231488821944,3.42476613286824,0.697637545584271,"Lanarkshire","S08000032"
"2131",201912,"S92000003","S08000024","S108H","Minor Injury Unit or Other",146,146,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2019-12-01,"Lothian","2019 Q4",2019,4,"Winter",FALSE,100,0,NA,NA,"Lothian","S08000024"
"2132",201912,"S92000003","S08000024","S116H","Minor Injury Unit or Other",3772,2878,894,76.3,3772,2878,894,76.3,NA,217,5.8,72,NA,1.9,NA,2019-12-01,"Lothian","2019 Q4",2019,4,"Winter",FALSE,76.2990455991517,23.7009544008484,5.75291622481442,1.90880169671262,"Lothian","S08000024"
"2133",201912,"S92000003","S08000024","S308H","Emergency Department",4735,3930,805,83,4735,3930,805,83,NA,124,2.6,25,NA,0.5,NA,2019-12-01,"Lothian","2019 Q4",2019,4,"Winter",FALSE,82.9989440337909,17.0010559662091,2.61879619852165,0.527983104540655,"Lothian","S08000024"
"2134",201912,"S92000003","S08000024","S314H","Emergency Department",10392,7673,2719,73.8,10392,7673,2719,73.8,NA,549,5.3,128,NA,1.2,NA,2019-12-01,"Lothian","2019 Q4",2019,4,"Winter",FALSE,73.8356428021555,26.1643571978445,5.28290993071594,1.23171670515781,"Lothian","S08000024"
"2135",201912,"S92000003","S08000024","S319H","Emergency Department",4679,4439,240,94.9,4679,4439,240,94.9,NA,10,0.2,2,NA,0,NA,2019-12-01,"Lothian","2019 Q4",2019,4,"Winter",FALSE,94.8706988672793,5.12930113272067,0.213720880530028,0.0427441761060056,"Lothian","S08000024"
"2136",201912,"S92000003","S08000025","R103H","Emergency Department",600,585,15,97.5,600,585,15,97.5,NA,1,0.2,0,NA,0,NA,2019-12-01,"Orkney","2019 Q4",2019,4,"Winter",FALSE,97.5,2.5,0.166666666666667,0,"Orkney","S08000025"
"2137",201912,"S92000003","S08000026","Z102H","Emergency Department",611,578,33,94.6,611,578,33,94.6,NA,2,0.3,0,NA,0,NA,2019-12-01,"Shetland","2019 Q4",2019,4,"Winter",FALSE,94.5990180032733,5.40098199672668,0.327332242225859,0,"Shetland","S08000026"
"2138",201912,"S92000003","S08000030","T101H","Emergency Department",4324,4127,197,95.4,4324,4127,197,95.4,NA,0,0,0,NA,0,NA,2019-12-01,"Tayside","2019 Q4",2019,4,"Winter",FALSE,95.4440333024977,4.55596669750231,0,0,"Tayside","S08000030"
"2139",201912,"S92000003","S08000030","T202H","Emergency Department",2012,1922,90,95.5,2012,1922,90,95.5,NA,4,0.2,1,NA,0,NA,2019-12-01,"Tayside","2019 Q4",2019,4,"Winter",FALSE,95.5268389662028,4.47316103379722,0.198807157057654,0.0497017892644135,"Tayside","S08000030"
"2140",201912,"S92000003","S08000030","T209H","Minor Injury Unit or Other",314,314,0,100,314,314,0,100,NA,0,0,0,NA,0,NA,2019-12-01,"Tayside","2019 Q4",2019,4,"Winter",FALSE,100,0,0,0,"Tayside","S08000030"
"2141",201912,"S92000003","S08000030","T304H","Minor Injury Unit or Other",1230,1229,1,99.9,1230,1229,1,99.9,NA,0,0,0,NA,0,NA,2019-12-01,"Tayside","2019 Q4",2019,4,"Winter",FALSE,99.9186991869919,0.0813008130081301,0,0,"Tayside","S08000030"
"2142",201912,"S92000003","S08000030","T316H","Minor Injury Unit or Other",157,156,1,99.4,157,156,1,99.4,NA,0,0,0,NA,0,NA,2019-12-01,"Tayside","2019 Q4",2019,4,"Winter",FALSE,99.3630573248408,0.636942675159236,0,0,"Tayside","S08000030"
"2143",201912,"S92000003","S08000030","T319H","Minor Injury Unit or Other",436,436,0,100,436,436,0,100,NA,0,0,0,NA,0,NA,2019-12-01,"Tayside","2019 Q4",2019,4,"Winter",FALSE,100,0,0,0,"Tayside","S08000030"
"2144",201912,"S92000003","S08000030","T320H","Minor Injury Unit or Other",117,117,0,100,117,117,0,100,NA,0,0,0,NA,0,NA,2019-12-01,"Tayside","2019 Q4",2019,4,"Winter",FALSE,100,0,0,0,"Tayside","S08000030"
"2145",201912,"S92000003","S08000030","T357C","Minor Injury Unit or Other",155,155,0,100,155,155,0,100,NA,0,0,0,NA,0,NA,2019-12-01,"Tayside","2019 Q4",2019,4,"Winter",FALSE,100,0,0,0,"Tayside","S08000030"
"2146",201912,"S92000003","S08000028","W106H","Minor Injury Unit or Other",72,72,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2019-12-01,"Western Isles","2019 Q4",2019,4,"Winter",FALSE,100,0,NA,NA,"Western Isles","S08000028"
"2147",201912,"S92000003","S08000028","W107H","Emergency Department",583,556,27,95.4,583,556,27,95.4,NA,1,0.2,0,NA,0,NA,2019-12-01,"Western Isles","2019 Q4",2019,4,"Winter",FALSE,95.368782161235,4.63121783876501,0.171526586620926,0,"Western Isles","S08000028"
"2148",201912,"S92000003","S08000028","W108H","Minor Injury Unit or Other",107,106,1,99.1,107,106,1,99.1,NA,0,0,0,NA,0,NA,2019-12-01,"Western Isles","2019 Q4",2019,4,"Winter",FALSE,99.0654205607477,0.934579439252336,0,0,"Western Isles","S08000028"
"2149",202001,"S92000003","S08000015","A101H","Minor Injury Unit or Other",159,159,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2020-01-01,"Ayrshire and Arran","2020 Q1",2020,1,"Winter",TRUE,100,0,NA,NA,"Ayrshire and Arran","S08000015"
"2150",202001,"S92000003","S08000015","A110H","Minor Injury Unit or Other",68,68,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2020-01-01,"Ayrshire and Arran","2020 Q1",2020,1,"Winter",TRUE,100,0,NA,NA,"Ayrshire and Arran","S08000015"
"2151",202001,"S92000003","S08000015","A111H","Emergency Department",5783,4888,895,84.5,5783,4888,895,84.5,NA,459,7.9,267,NA,4.6,NA,2020-01-01,"Ayrshire and Arran","2020 Q1",2020,1,"Winter",TRUE,84.5236036659173,15.4763963340827,7.93705689088708,4.61698080581013,"Ayrshire and Arran","S08000015"
"2152",202001,"S92000003","S08000015","A210H","Emergency Department",3037,1955,1082,64.4,3037,1955,1082,64.4,NA,454,14.9,249,NA,8.2,NA,2020-01-01,"Ayrshire and Arran","2020 Q1",2020,1,"Winter",TRUE,64.3727362528811,35.6272637471189,14.9489627922292,8.19888047415212,"Ayrshire and Arran","S08000015"
"2153",202001,"S92000003","S08000015","A216H","Minor Injury Unit or Other",64,64,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2020-01-01,"Ayrshire and Arran","2020 Q1",2020,1,"Winter",TRUE,100,0,NA,NA,"Ayrshire and Arran","S08000015"
"2154",202001,"S92000003","S08000016","B103H","Minor Injury Unit or Other",16,16,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2020-01-01,"Borders","2020 Q1",2020,1,"Winter",TRUE,100,0,NA,NA,"Borders","S08000016"
"2155",202001,"S92000003","S08000016","B105H","Minor Injury Unit or Other",69,69,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2020-01-01,"Borders","2020 Q1",2020,1,"Winter",TRUE,100,0,NA,NA,"Borders","S08000016"
"2156",202001,"S92000003","S08000016","B114H","Minor Injury Unit or Other",7,7,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2020-01-01,"Borders","2020 Q1",2020,1,"Winter",TRUE,100,0,NA,NA,"Borders","S08000016"
"2157",202001,"S92000003","S08000016","B118H","Minor Injury Unit or Other",32,32,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2020-01-01,"Borders","2020 Q1",2020,1,"Winter",TRUE,100,0,NA,NA,"Borders","S08000016"
"2158",202001,"S92000003","S08000016","B120H","Emergency Department",2652,2322,330,87.6,2652,2322,330,87.6,NA,48,1.8,26,NA,1,NA,2020-01-01,"Borders","2020 Q1",2020,1,"Winter",TRUE,87.5565610859728,12.4434389140271,1.80995475113122,0.980392156862745,"Borders","S08000016"
"2159",202001,"S92000003","S08000017","Y101H","Minor Injury Unit or Other",25,25,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2020-01-01,"Dumfries and Galloway","2020 Q1",2020,1,"Winter",TRUE,100,0,NA,NA,"Dumfries and Galloway","S08000017"
"2160",202001,"S92000003","S08000017","Y106H","Minor Injury Unit or Other",24,24,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2020-01-01,"Dumfries and Galloway","2020 Q1",2020,1,"Winter",TRUE,100,0,NA,NA,"Dumfries and Galloway","S08000017"
"2161",202001,"S92000003","S08000017","Y109H","Minor Injury Unit or Other",2,2,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2020-01-01,"Dumfries and Galloway","2020 Q1",2020,1,"Winter",TRUE,100,0,NA,NA,"Dumfries and Galloway","S08000017"
"2162",202001,"S92000003","S08000017","Y110H","Minor Injury Unit or Other",10,10,0,100,10,10,0,100,NA,0,0,0,NA,0,NA,2020-01-01,"Dumfries and Galloway","2020 Q1",2020,1,"Winter",TRUE,100,0,0,0,"Dumfries and Galloway","S08000017"
"2163",202001,"S92000003","S08000017","Y144H","Emergency Department",1075,965,110,89.8,1075,965,110,89.8,NA,13,1.2,0,NA,0,NA,2020-01-01,"Dumfries and Galloway","2020 Q1",2020,1,"Winter",TRUE,89.7674418604651,10.2325581395349,1.2093023255814,0,"Dumfries and Galloway","S08000017"
"2164",202001,"S92000003","S08000017","Y146H","Emergency Department",2718,2341,377,86.1,2718,2341,377,86.1,NA,56,2.1,3,NA,0.1,NA,2020-01-01,"Dumfries and Galloway","2020 Q1",2020,1,"Winter",TRUE,86.1295069904342,13.8704930095659,2.06033848417954,0.11037527593819,"Dumfries and Galloway","S08000017"
"2165",202001,"S92000003","S08000029","F704H","Emergency Department",5662,4899,763,86.5,5662,4899,763,86.5,NA,49,0.9,0,NA,0,NA,2020-01-01,"Fife","2020 Q1",2020,1,"Winter",TRUE,86.5241963970329,13.4758036029671,0.865418580007065,0,"Fife","S08000029"
"2166",202001,"S92000003","S08000029","F708H","Minor Injury Unit or Other",120,120,0,100,120,120,0,100,NA,0,0,0,NA,0,NA,2020-01-01,"Fife","2020 Q1",2020,1,"Winter",TRUE,100,0,0,0,"Fife","S08000029"
"2167",202001,"S92000003","S08000029","F709H","Minor Injury Unit or Other",250,249,1,99.6,250,249,1,99.6,NA,0,0,0,NA,0,NA,2020-01-01,"Fife","2020 Q1",2020,1,"Winter",TRUE,99.6,0.4,0,0,"Fife","S08000029"
"2168",202001,"S92000003","S08000029","F805H","Minor Injury Unit or Other",1603,1601,2,99.9,1603,1601,2,99.9,NA,0,0,0,NA,0,NA,2020-01-01,"Fife","2020 Q1",2020,1,"Winter",TRUE,99.8752339363693,0.124766063630692,0,0,"Fife","S08000029"
"2169",202001,"S92000003","S08000019","V201H","Minor Injury Unit or Other",1785,1775,10,99.4,1785,1775,10,99.4,NA,0,0,0,NA,0,NA,2020-01-01,"Forth Valley","2020 Q1",2020,1,"Winter",TRUE,99.4397759103641,0.560224089635854,0,0,"Forth Valley","S08000019"
"2170",202001,"S92000003","S08000019","V217H","Emergency Department",5438,4585,853,84.3,5438,4585,853,84.3,NA,30,0.6,2,NA,0,NA,2020-01-01,"Forth Valley","2020 Q1",2020,1,"Winter",TRUE,84.3140860610519,15.6859139389481,0.55167340934167,0.0367782272894447,"Forth Valley","S08000019"
"2171",202001,"S92000003","S08000020","N101H","Emergency Department",5146,4307,839,83.7,5146,4307,839,83.7,NA,47,0.9,5,NA,0.1,NA,2020-01-01,"Grampian","2020 Q1",2020,1,"Winter",TRUE,83.6960746210649,16.3039253789351,0.913330742324135,0.0971628449280995,"Grampian","S08000020"
"2172",202001,"S92000003","S08000020","N121H","Emergency Department",1313,1293,20,98.5,1313,1293,20,98.5,NA,0,0,0,NA,0,NA,2020-01-01,"Grampian","2020 Q1",2020,1,"Winter",TRUE,98.4767707539985,1.52322924600152,0,0,"Grampian","S08000020"
"2173",202001,"S92000003","S08000020","N151H","Minor Injury Unit or Other",79,79,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2020-01-01,"Grampian","2020 Q1",2020,1,"Winter",TRUE,100,0,NA,NA,"Grampian","S08000020"
"2174",202001,"S92000003","S08000020","N332H","Minor Injury Unit or Other",25,25,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2020-01-01,"Grampian","2020 Q1",2020,1,"Winter",TRUE,100,0,NA,NA,"Grampian","S08000020"
"2175",202001,"S92000003","S08000020","N333H","Minor Injury Unit or Other",1384,1379,5,99.6,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2020-01-01,"Grampian","2020 Q1",2020,1,"Winter",TRUE,99.6387283236994,0.361271676300578,NA,NA,"Grampian","S08000020"
"2176",202001,"S92000003","S08000020","N334H","Minor Injury Unit or Other",560,559,1,99.8,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2020-01-01,"Grampian","2020 Q1",2020,1,"Winter",TRUE,99.8214285714286,0.178571428571429,NA,NA,"Grampian","S08000020"
"2177",202001,"S92000003","S08000020","N335H","Minor Injury Unit or Other",235,230,5,97.9,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2020-01-01,"Grampian","2020 Q1",2020,1,"Winter",TRUE,97.8723404255319,2.12765957446809,NA,NA,"Grampian","S08000020"
"2178",202001,"S92000003","S08000020","N336H","Minor Injury Unit or Other",102,102,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2020-01-01,"Grampian","2020 Q1",2020,1,"Winter",TRUE,100,0,NA,NA,"Grampian","S08000020"
"2179",202001,"S92000003","S08000020","N337H","Minor Injury Unit or Other",188,185,3,98.4,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2020-01-01,"Grampian","2020 Q1",2020,1,"Winter",TRUE,98.4042553191489,1.59574468085106,NA,NA,"Grampian","S08000020"
"2180",202001,"S92000003","S08000020","N411H","Emergency Department",2313,2110,203,91.2,2313,2110,203,91.2,NA,20,0.9,3,NA,0.1,NA,2020-01-01,"Grampian","2020 Q1",2020,1,"Winter",TRUE,91.2235192390834,8.77648076091656,0.864677907479464,0.12970168612192,"Grampian","S08000020"
"2181",202001,"S92000003","S08000020","N431H","Minor Injury Unit or Other",48,48,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2020-01-01,"Grampian","2020 Q1",2020,1,"Winter",TRUE,100,0,NA,NA,"Grampian","S08000020"
"2182",202001,"S92000003","S08000020","N432H","Minor Injury Unit or Other",21,21,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2020-01-01,"Grampian","2020 Q1",2020,1,"Winter",TRUE,100,0,NA,NA,"Grampian","S08000020"
