_id,Quarter,QuarterQF,HB,HBQF,Location,LocationQF,Specialty,SpecialtyQF,SpecialtyName,SpecialtyNameQF,AllStaffedBeddays,AllStaffedBeddaysQF,TotalOccupiedBeddays,TotalOccupiedBeddaysQF,AverageAvailableStaffedBeds,AverageAvailableStaffedBedsQF,AverageOccupiedBeds,AverageOccupiedBedsQF,PercentageOccupancy,PercentageOccupancyQF
19384,2022Q1,"",S08000032,"",S08000032,d,A8,"",Endocrinology & Diabetes,"",93,"",93,"",1.0333333333333334,"",1.0333333333333334,"",100,""
19385,2022Q2,"",S08000032,"",L302H,"",A8,"",Endocrinology & Diabetes,"",143,"",143,"",1.5714285714285714,"",1.5714285714285714,"",100,""
19386,2022Q2,"",S08000032,"",L308H,"",A8,"",Endocrinology & Diabetes,"",27,"",27,"",0.2967032967032967,"",0.2967032967032967,"",100,""
19387,2022Q2,"",S08000032,"",S08000032,d,A8,"",Endocrinology & Diabetes,"",170,"",170,"",1.868131868131868,"",1.868131868131868,"",100,""
19388,2022Q3,"",S08000032,"",L106H,"",A8,"",Endocrinology & Diabetes,"",3,"",3,"",0.03260869565217391,"",0.03260869565217391,"",100,""
19389,2022Q3,"",S08000032,"",L302H,"",A8,"",Endocrinology & Diabetes,"",107,"",107,"",1.1630434782608696,"",1.1630434782608696,"",100,""
19390,2022Q3,"",S08000032,"",L308H,"",A8,"",Endocrinology & Diabetes,"",51,"",51,"",0.5543478260869565,"",0.5543478260869565,"",100,""
19391,2022Q3,"",S08000032,"",S08000032,d,A8,"",Endocrinology & Diabetes,"",161,"",161,"",1.75,"",1.75,"",100,""
19392,2022Q4,p,S08000032,"",L106H,"",A8,"",Endocrinology & Diabetes,"",11,"",11,"",0.11956521739130437,"",0.11956521739130437,"",100,""
19393,2022Q4,p,S08000032,"",L302H,"",A8,"",Endocrinology & Diabetes,"",67,"",67,"",0.7282608695652174,"",0.7282608695652174,"",100,""
19394,2022Q4,p,S08000032,"",S08000032,d,A8,"",Endocrinology & Diabetes,"",78,"",78,"",0.8478260869565217,"",0.8478260869565217,"",100,""
19395,2017Q4,"",S08000032,"",L302H,"",G3,"",Forensic Psychiatry,"",13,"",13,"",0.14130434782608697,"",0.14130434782608697,"",100,""
19396,2017Q4,"",S08000032,"",S08000032,d,G3,"",Forensic Psychiatry,"",1650,"",1428,"",17.934782608695652,"",15.521739130434783,"",86.54545454545455,""
19397,2018Q1,"",S08000032,"",S08000032,d,G3,"",Forensic Psychiatry,"",1879,"",1617,"",20.877777777777776,"",17.966666666666665,"",86.05641298563064,""
19398,2018Q2,"",S08000032,"",S08000032,d,G3,"",Forensic Psychiatry,"",2147,"",1863,"",23.593406593406595,"",20.47252747252747,"",86.77224033535164,""
19399,2018Q3,"",S08000032,"",S08000032,d,G3,"",Forensic Psychiatry,"",2353,"",1939,"",25.57608695652174,"",21.07608695652174,"",82.4054398640034,""
19400,2018Q4,"",S08000032,"",S08000032,d,G3,"",Forensic Psychiatry,"",2484,"",1924,"",27,"",20.91304347826087,"",77.45571658615137,""
19401,2019Q1,"",S08000032,"",L302H,"",G3,"",Forensic Psychiatry,"",2,"",2,"",0.02222222222222222,"",0.02222222222222222,"",100,""
19402,2019Q1,"",S08000032,"",S08000032,d,G3,"",Forensic Psychiatry,"",2432,"",2111,"",27.022222222222226,"",23.455555555555556,"",86.80098684210526,""
19403,2019Q2,"",S08000032,"",L302H,"",G3,"",Forensic Psychiatry,"",29,"",29,"",0.31868131868131866,"",0.31868131868131866,"",100,""
19404,2019Q2,"",S08000032,"",S08000032,d,G3,"",Forensic Psychiatry,"",2486,"",2298,"",27.31868131868132,"",25.252747252747252,"",92.43765084473048,""
19405,2019Q3,"",S08000032,"",S08000032,d,G3,"",Forensic Psychiatry,"",2484,"",2290,"",27,"",24.89130434782609,"",92.19001610305958,""
19406,2019Q4,"",S08000032,"",S08000032,d,G3,"",Forensic Psychiatry,"",2484,"",2110,"",27,"",22.934782608695652,"",84.94363929146537,""
19407,2020Q1,"",S08000032,"",S08000032,d,G3,"",Forensic Psychiatry,"",2456,"",2060,"",26.98901098901099,"",22.63736263736264,"",83.87622149837134,""
19408,2020Q2,"",S08000032,"",S08000032,d,G3,"",Forensic Psychiatry,"",2457,"",1967,"",27,"",21.615384615384617,"",80.05698005698007,""
19409,2020Q3,"",S08000032,"",L302H,"",G3,"",Forensic Psychiatry,"",73,"",73,"",0.7934782608695652,"",0.7934782608695652,"",100,""
19410,2020Q3,"",S08000032,"",S08000032,d,G3,"",Forensic Psychiatry,"",2642,"",2181,"",28.717391304347824,"",23.706521739130434,"",82.55109765329296,""
19411,2020Q4,"",S08000032,"",L302H,"",G3,"",Forensic Psychiatry,"",21,"",21,"",0.22826086956521735,"",0.22826086956521735,"",100,""
19412,2020Q4,"",S08000032,"",S08000032,d,G3,"",Forensic Psychiatry,"",2597,"",2113,"",28.22826086956522,"",22.967391304347824,"",81.36311128224874,""
19413,2021Q1,"",S08000032,"",S08000032,d,G3,"",Forensic Psychiatry,"",2520,"",2123,"",28,"",23.58888888888889,"",84.24603174603175,""
19414,2021Q2,"",S08000032,"",S08000032,d,G3,"",Forensic Psychiatry,"",2548,"",2310,"",28,"",25.384615384615383,"",90.65934065934066,""
19415,2021Q3,"",S08000032,"",S08000032,d,G3,"",Forensic Psychiatry,"",2576,"",2318,"",28,"",25.195652173913043,"",89.98447204968943,""
19416,2021Q4,"",S08000032,"",S08000032,d,G3,"",Forensic Psychiatry,"",2576,"",2352,"",28,"",25.565217391304348,"",91.30434782608695,""
19417,2022Q1,"",S08000032,"",S08000032,d,G3,"",Forensic Psychiatry,"",2430,"",2152,"",27,"",23.91111111111111,"",88.559670781893,""
19418,2022Q2,"",S08000032,"",S08000032,d,G3,"",Forensic Psychiatry,"",2463,"",2191,"",27.065934065934066,"",24.076923076923077,"",88.95655704425496,""
19419,2022Q3,"",S08000032,"",S08000032,d,G3,"",Forensic Psychiatry,"",2491,"",2300,"",27.07608695652174,"",25,"",92.3323966278603,""
19420,2022Q4,p,S08000032,"",L302H,"",G3,"",Forensic Psychiatry,"",25,"",25,"",0.2717391304347826,"",0.2717391304347826,"",100,""
19421,2022Q4,p,S08000032,"",S08000032,d,G3,"",Forensic Psychiatry,"",2509,"",2332,"",27.27173913043478,"",25.347826086956523,"",92.9453965723396,""
19422,2019Q3,"",S08000032,"",L308H,"",E12,"",GP Other than Obstetrics,"",3,"",3,"",0.03260869565217391,"",0.03260869565217391,"",100,""
19423,2019Q3,"",S08000032,"",S08000032,d,E12,"",GP Other than Obstetrics,"",3,"",3,"",0.03260869565217391,"",0.03260869565217391,"",100,""
19424,2019Q4,"",S08000032,"",L308H,"",E12,"",GP Other than Obstetrics,"",18,"",18,"",0.1956521739130435,"",0.1956521739130435,"",100,""
19425,2019Q4,"",S08000032,"",S08000032,d,E12,"",GP Other than Obstetrics,"",18,"",18,"",0.1956521739130435,"",0.1956521739130435,"",100,""
19426,2020Q3,"",S08000032,"",L308H,"",E12,"",GP Other than Obstetrics,"",16,"",16,"",0.17391304347826086,"",0.17391304347826086,"",100,""
19427,2020Q3,"",S08000032,"",S08000032,d,E12,"",GP Other than Obstetrics,"",16,"",16,"",0.17391304347826086,"",0.17391304347826086,"",100,""
19428,2021Q2,"",S08000032,"",L308H,"",E12,"",GP Other than Obstetrics,"",10,"",10,"",0.10989010989010987,"",0.10989010989010987,"",100,""
19429,2021Q2,"",S08000032,"",S08000032,d,E12,"",GP Other than Obstetrics,"",10,"",10,"",0.10989010989010987,"",0.10989010989010987,"",100,""
19430,2021Q3,"",S08000032,"",L308H,"",E12,"",GP Other than Obstetrics,"",6,"",6,"",0.06521739130434782,"",0.06521739130434782,"",100,""
19431,2021Q3,"",S08000032,"",S08000032,d,E12,"",GP Other than Obstetrics,"",6,"",6,"",0.06521739130434782,"",0.06521739130434782,"",100,""
19432,2021Q4,"",S08000032,"",L308H,"",E12,"",GP Other than Obstetrics,"",40,"",40,"",0.43478260869565216,"",0.43478260869565216,"",100,""
19433,2021Q4,"",S08000032,"",S08000032,d,E12,"",GP Other than Obstetrics,"",40,"",40,"",0.43478260869565216,"",0.43478260869565216,"",100,""
19434,2017Q4,"",S08000032,"",L106H,"",A9,"",Gastroenterology,"",846,"",846,"",9.195652173913045,"",9.195652173913045,"",100,""
19435,2017Q4,"",S08000032,"",L302H,"",A9,"",Gastroenterology,"",246,"",246,"",2.6739130434782608,"",2.6739130434782608,"",100,""
19436,2017Q4,"",S08000032,"",L308H,"",A9,"",Gastroenterology,"",109,"",109,"",1.184782608695652,"",1.184782608695652,"",100,""
19437,2017Q4,"",S08000032,"",S08000032,d,A9,"",Gastroenterology,"",1201,"",1201,"",13.054347826086955,"",13.054347826086955,"",100,""
19438,2018Q1,"",S08000032,"",L106H,"",A9,"",Gastroenterology,"",914,"",914,"",10.155555555555557,"",10.155555555555557,"",100,""
19439,2018Q1,"",S08000032,"",L302H,"",A9,"",Gastroenterology,"",218,"",218,"",2.422222222222222,"",2.422222222222222,"",100,""
19440,2018Q1,"",S08000032,"",L308H,"",A9,"",Gastroenterology,"",32,"",32,"",0.35555555555555557,"",0.35555555555555557,"",100,""
19441,2018Q1,"",S08000032,"",S08000032,d,A9,"",Gastroenterology,"",1164,"",1164,"",12.933333333333334,"",12.933333333333334,"",100,""
19442,2018Q2,"",S08000032,"",L106H,"",A9,"",Gastroenterology,"",790,"",790,"",8.68131868131868,"",8.68131868131868,"",100,""
19443,2018Q2,"",S08000032,"",L302H,"",A9,"",Gastroenterology,"",237,"",237,"",2.6043956043956045,"",2.6043956043956045,"",100,""
19444,2018Q2,"",S08000032,"",L308H,"",A9,"",Gastroenterology,"",19,"",19,"",0.2087912087912088,"",0.2087912087912088,"",100,""
19445,2018Q2,"",S08000032,"",S08000032,d,A9,"",Gastroenterology,"",1046,"",1046,"",11.494505494505496,"",11.494505494505496,"",100,""
19446,2018Q3,"",S08000032,"",L106H,"",A9,"",Gastroenterology,"",951,"",951,"",10.33695652173913,"",10.33695652173913,"",100,""
19447,2018Q3,"",S08000032,"",L302H,"",A9,"",Gastroenterology,"",323,"",323,"",3.510869565217391,"",3.510869565217391,"",100,""
19448,2018Q3,"",S08000032,"",L308H,"",A9,"",Gastroenterology,"",52,"",52,"",0.5652173913043478,"",0.5652173913043478,"",100,""
19449,2018Q3,"",S08000032,"",S08000032,d,A9,"",Gastroenterology,"",1326,"",1326,"",14.41304347826087,"",14.41304347826087,"",100,""
19450,2018Q4,"",S08000032,"",L106H,"",A9,"",Gastroenterology,"",1023,"",1023,"",11.119565217391305,"",11.119565217391305,"",100,""
19451,2018Q4,"",S08000032,"",L302H,"",A9,"",Gastroenterology,"",273,"",273,"",2.967391304347826,"",2.967391304347826,"",100,""
19452,2018Q4,"",S08000032,"",L308H,"",A9,"",Gastroenterology,"",27,"",27,"",0.29347826086956524,"",0.29347826086956524,"",100,""
19453,2018Q4,"",S08000032,"",S08000032,d,A9,"",Gastroenterology,"",1323,"",1323,"",14.380434782608695,"",14.380434782608695,"",100,""
19454,2019Q1,"",S08000032,"",L106H,"",A9,"",Gastroenterology,"",1415,"",1415,"",15.72222222222222,"",15.72222222222222,"",100,""
19455,2019Q1,"",S08000032,"",L302H,"",A9,"",Gastroenterology,"",488,"",488,"",5.4222222222222225,"",5.4222222222222225,"",100,""
19456,2019Q1,"",S08000032,"",L308H,"",A9,"",Gastroenterology,"",473,"",473,"",5.2555555555555555,"",5.2555555555555555,"",100,""
19457,2019Q1,"",S08000032,"",S08000032,d,A9,"",Gastroenterology,"",2376,"",2376,"",26.4,"",26.4,"",100,""
19458,2019Q2,"",S08000032,"",L106H,"",A9,"",Gastroenterology,"",914,"",914,"",10.043956043956044,"",10.043956043956044,"",100,""
19459,2019Q2,"",S08000032,"",L302H,"",A9,"",Gastroenterology,"",798,"",798,"",8.76923076923077,"",8.76923076923077,"",100,""
19460,2019Q2,"",S08000032,"",L308H,"",A9,"",Gastroenterology,"",301,"",301,"",3.3076923076923075,"",3.3076923076923075,"",100,""
19461,2019Q2,"",S08000032,"",S08000032,d,A9,"",Gastroenterology,"",2013,"",2013,"",22.12087912087912,"",22.12087912087912,"",100,""
19462,2019Q3,"",S08000032,"",L106H,"",A9,"",Gastroenterology,"",899,"",899,"",9.771739130434783,"",9.771739130434783,"",100,""
19463,2019Q3,"",S08000032,"",L302H,"",A9,"",Gastroenterology,"",345,"",345,"",3.75,"",3.75,"",100,""
19464,2019Q3,"",S08000032,"",L308H,"",A9,"",Gastroenterology,"",86,"",86,"",0.9347826086956522,"",0.9347826086956522,"",100,""
19465,2019Q3,"",S08000032,"",S08000032,d,A9,"",Gastroenterology,"",1330,"",1330,"",14.456521739130435,"",14.456521739130435,"",100,""
19466,2019Q4,"",S08000032,"",L106H,"",A9,"",Gastroenterology,"",1075,"",1075,"",11.684782608695652,"",11.684782608695652,"",100,""
19467,2019Q4,"",S08000032,"",L302H,"",A9,"",Gastroenterology,"",375,"",375,"",4.076086956521739,"",4.076086956521739,"",100,""
19468,2019Q4,"",S08000032,"",L308H,"",A9,"",Gastroenterology,"",63,"",63,"",0.6847826086956522,"",0.6847826086956522,"",100,""
19469,2019Q4,"",S08000032,"",S08000032,d,A9,"",Gastroenterology,"",1513,"",1513,"",16.445652173913043,"",16.445652173913043,"",100,""
19470,2020Q1,"",S08000032,"",L106H,"",A9,"",Gastroenterology,"",939,"",939,"",10.31868131868132,"",10.31868131868132,"",100,""
19471,2020Q1,"",S08000032,"",L302H,"",A9,"",Gastroenterology,"",604,"",604,"",6.637362637362638,"",6.637362637362638,"",100,""
19472,2020Q1,"",S08000032,"",L308H,"",A9,"",Gastroenterology,"",5,"",5,"",0.05494505494505494,"",0.05494505494505494,"",100,""
19473,2020Q1,"",S08000032,"",S08000032,d,A9,"",Gastroenterology,"",1548,"",1548,"",17.01098901098901,"",17.01098901098901,"",100,""
19474,2020Q2,"",S08000032,"",L106H,"",A9,"",Gastroenterology,"",371,"",371,"",4.076923076923077,"",4.076923076923077,"",100,""
19475,2020Q2,"",S08000032,"",L302H,"",A9,"",Gastroenterology,"",358,"",358,"",3.934065934065934,"",3.934065934065934,"",100,""
19476,2020Q2,"",S08000032,"",L308H,"",A9,"",Gastroenterology,"",68,"",68,"",0.7472527472527473,"",0.7472527472527473,"",100,""
19477,2020Q2,"",S08000032,"",S08000032,d,A9,"",Gastroenterology,"",797,"",797,"",8.758241758241759,"",8.758241758241759,"",100,""
19478,2020Q3,"",S08000032,"",L106H,"",A9,"",Gastroenterology,"",1268,"",1268,"",13.782608695652174,"",13.782608695652174,"",100,""
19479,2020Q3,"",S08000032,"",L302H,"",A9,"",Gastroenterology,"",285,"",285,"",3.097826086956522,"",3.097826086956522,"",100,""
19480,2020Q3,"",S08000032,"",L308H,"",A9,"",Gastroenterology,"",13,"",13,"",0.14130434782608697,"",0.14130434782608697,"",100,""
19481,2020Q3,"",S08000032,"",S08000032,d,A9,"",Gastroenterology,"",1566,"",1566,"",17.02173913043478,"",17.02173913043478,"",100,""
19482,2020Q4,"",S08000032,"",L106H,"",A9,"",Gastroenterology,"",1767,"",1767,"",19.206521739130434,"",19.206521739130434,"",100,""
19483,2020Q4,"",S08000032,"",L302H,"",A9,"",Gastroenterology,"",253,"",253,"",2.75,"",2.75,"",100,""
19484,2020Q4,"",S08000032,"",L308H,"",A9,"",Gastroenterology,"",60,"",60,"",0.6521739130434783,"",0.6521739130434783,"",100,""
19485,2020Q4,"",S08000032,"",S08000032,d,A9,"",Gastroenterology,"",2080,"",2080,"",22.60869565217391,"",22.60869565217391,"",100,""
19486,2021Q1,"",S08000032,"",L106H,"",A9,"",Gastroenterology,"",1405,"",1405,"",15.61111111111111,"",15.61111111111111,"",100,""
19487,2021Q1,"",S08000032,"",L302H,"",A9,"",Gastroenterology,"",232,"",232,"",2.577777777777778,"",2.577777777777778,"",100,""
19488,2021Q1,"",S08000032,"",L308H,"",A9,"",Gastroenterology,"",14,"",14,"",0.15555555555555556,"",0.15555555555555556,"",100,""
19489,2021Q1,"",S08000032,"",S08000032,d,A9,"",Gastroenterology,"",1651,"",1651,"",18.344444444444445,"",18.344444444444445,"",100,""
19490,2021Q2,"",S08000032,"",L106H,"",A9,"",Gastroenterology,"",1444,"",1444,"",15.868131868131869,"",15.868131868131869,"",100,""
19491,2021Q2,"",S08000032,"",L302H,"",A9,"",Gastroenterology,"",883,"",883,"",9.703296703296704,"",9.703296703296704,"",100,""
19492,2021Q2,"",S08000032,"",L308H,"",A9,"",Gastroenterology,"",31,"",31,"",0.34065934065934067,"",0.34065934065934067,"",100,""
19493,2021Q2,"",S08000032,"",S08000032,d,A9,"",Gastroenterology,"",2358,"",2358,"",25.912087912087912,"",25.912087912087912,"",100,""
19494,2021Q3,"",S08000032,"",L106H,"",A9,"",Gastroenterology,"",1089,"",1089,"",11.83695652173913,"",11.83695652173913,"",100,""
19495,2021Q3,"",S08000032,"",L302H,"",A9,"",Gastroenterology,"",415,"",415,"",4.510869565217392,"",4.510869565217392,"",100,""
19496,2021Q3,"",S08000032,"",L308H,"",A9,"",Gastroenterology,"",165,"",165,"",1.7934782608695652,"",1.7934782608695652,"",100,""
19497,2021Q3,"",S08000032,"",S08000032,d,A9,"",Gastroenterology,"",1669,"",1669,"",18.14130434782609,"",18.14130434782609,"",100,""
19498,2021Q4,"",S08000032,"",L106H,"",A9,"",Gastroenterology,"",1211,"",1211,"",13.16304347826087,"",13.16304347826087,"",100,""
19499,2021Q4,"",S08000032,"",L302H,"",A9,"",Gastroenterology,"",521,"",521,"",5.663043478260869,"",5.663043478260869,"",100,""
19500,2021Q4,"",S08000032,"",L308H,"",A9,"",Gastroenterology,"",80,"",80,"",0.8695652173913043,"",0.8695652173913043,"",100,""
19501,2021Q4,"",S08000032,"",S08000032,d,A9,"",Gastroenterology,"",1812,"",1812,"",19.695652173913043,"",19.695652173913043,"",100,""
19502,2022Q1,"",S08000032,"",L106H,"",A9,"",Gastroenterology,"",1661,"",1661,"",18.455555555555556,"",18.455555555555556,"",100,""
19503,2022Q1,"",S08000032,"",L302H,"",A9,"",Gastroenterology,"",209,"",209,"",2.3222222222222224,"",2.3222222222222224,"",100,""
19504,2022Q1,"",S08000032,"",L308H,"",A9,"",Gastroenterology,"",207,"",207,"",2.3,"",2.3,"",100,""
19505,2022Q1,"",S08000032,"",S08000032,d,A9,"",Gastroenterology,"",2077,"",2077,"",23.07777777777778,"",23.07777777777778,"",100,""
19506,2022Q2,"",S08000032,"",L106H,"",A9,"",Gastroenterology,"",1868,"",1868,"",20.52747252747253,"",20.52747252747253,"",100,""
19507,2022Q2,"",S08000032,"",L302H,"",A9,"",Gastroenterology,"",360,"",360,"",3.956043956043956,"",3.956043956043956,"",100,""
19508,2022Q2,"",S08000032,"",L308H,"",A9,"",Gastroenterology,"",459,"",459,"",5.043956043956044,"",5.043956043956044,"",100,""
19509,2022Q2,"",S08000032,"",S08000032,d,A9,"",Gastroenterology,"",2687,"",2687,"",29.52747252747253,"",29.52747252747253,"",100,""
19510,2022Q3,"",S08000032,"",L106H,"",A9,"",Gastroenterology,"",1900,"",1900,"",20.652173913043477,"",20.652173913043477,"",100,""
19511,2022Q3,"",S08000032,"",L302H,"",A9,"",Gastroenterology,"",387,"",387,"",4.206521739130435,"",4.206521739130435,"",100,""
19512,2022Q3,"",S08000032,"",L308H,"",A9,"",Gastroenterology,"",100,"",100,"",1.0869565217391304,"",1.0869565217391304,"",100,""
19513,2022Q3,"",S08000032,"",S08000032,d,A9,"",Gastroenterology,"",2387,"",2387,"",25.945652173913043,"",25.945652173913043,"",100,""
19514,2022Q4,p,S08000032,"",L106H,"",A9,"",Gastroenterology,"",1978,"",1978,"",21.5,"",21.5,"",100,""
19515,2022Q4,p,S08000032,"",L302H,"",A9,"",Gastroenterology,"",268,"",268,"",2.9130434782608696,"",2.9130434782608696,"",100,""
19516,2022Q4,p,S08000032,"",L308H,"",A9,"",Gastroenterology,"",208,"",208,"",2.260869565217391,"",2.260869565217391,"",100,""
19517,2022Q4,p,S08000032,"",S08000032,d,A9,"",Gastroenterology,"",2454,"",2454,"",26.67391304347826,"",26.67391304347826,"",100,""
19518,2017Q4,"",S08000032,"",L106H,"",A1,"",General Medicine,"",14084,"",11225,"",153.08695652173913,"",122.0108695652174,"",79.70036921329168,""
19519,2017Q4,"",S08000032,"",L302H,"",A1,"",General Medicine,"",11833,"",11357,"",128.6195652173913,"",123.44565217391305,"",95.9773514746894,""
19520,2017Q4,"",S08000032,"",L308H,"",A1,"",General Medicine,"",15127,"",14093,"",164.42391304347825,"",153.18478260869566,"",93.16454022608582,""
19521,2017Q4,"",S08000032,"",S08000032,d,A1,"",General Medicine,"",41049,"",36680,"",446.1847826086956,"",398.69565217391306,"",89.35662257302249,""
19522,2018Q1,"",S08000032,"",L106H,"",A1,"",General Medicine,"",14961,"",12084,"",166.23333333333332,"",134.26666666666668,"",80.77000200521357,""
19523,2018Q1,"",S08000032,"",L302H,"",A1,"",General Medicine,"",12260,"",11774,"",136.22222222222223,"",130.82222222222222,"",96.03588907014682,""
19524,2018Q1,"",S08000032,"",L308H,"",A1,"",General Medicine,"",15313,"",14455,"",170.14444444444445,"",160.61111111111111,"",94.39691765166852,""
19525,2018Q1,"",S08000032,"",S08000032,d,A1,"",General Medicine,"",42534,"",38313,"",472.6,"",425.7,"",90.07617435463392,""
19526,2018Q2,"",S08000032,"",L106H,"",A1,"",General Medicine,"",12363,"",9723,"",135.85714285714286,"",106.84615384615384,"",78.64595971851492,""
19527,2018Q2,"",S08000032,"",L302H,"",A1,"",General Medicine,"",11637,"",10951,"",127.87912087912088,"",120.34065934065934,"",94.10500988227209,""
19528,2018Q2,"",S08000032,"",L308H,"",A1,"",General Medicine,"",13825,"",12030,"",151.92307692307693,"",132.1978021978022,"",87.01627486437611,""
19529,2018Q2,"",S08000032,"",S08000032,d,A1,"",General Medicine,"",37825,"",32704,"",415.6593406593406,"",359.38461538461536,"",86.46133509583608,""
19530,2018Q3,"",S08000032,"",L106H,"",A1,"",General Medicine,"",12443,"",10171,"",135.25,"",110.55434782608695,"",81.74073776420478,""
19531,2018Q3,"",S08000032,"",L302H,"",A1,"",General Medicine,"",10676,"",10004,"",116.04347826086956,"",108.7391304347826,"",93.70550768077932,""
19532,2018Q3,"",S08000032,"",L308H,"",A1,"",General Medicine,"",13384,"",11854,"",145.47826086956522,"",128.84782608695653,"",88.56843992827257,""
19533,2018Q3,"",S08000032,"",S08000032,d,A1,"",General Medicine,"",36503,"",32029,"",396.7717391304348,"",348.14130434782606,"",87.74347313919402,""
19534,2018Q4,"",S08000032,"",L106H,"",A1,"",General Medicine,"",14700,"",10620,"",159.7826086956522,"",115.43478260869566,"",72.24489795918367,""
19535,2018Q4,"",S08000032,"",L302H,"",A1,"",General Medicine,"",11180,"",10434,"",121.52173913043478,"",113.41304347826087,"",93.3273703041145,""
19536,2018Q4,"",S08000032,"",L308H,"",A1,"",General Medicine,"",13926,"",12767,"",151.3695652173913,"",138.77173913043478,"",91.67743788596869,""
19537,2018Q4,"",S08000032,"",S08000032,d,A1,"",General Medicine,"",39889,"",33904,"",433.57608695652175,"",368.5217391304348,"",84.99586352127153,""
19538,2019Q1,"",S08000032,"",L106H,"",A1,"",General Medicine,"",16472,"",12249,"",183.0222222222222,"",136.1,"",74.36255463817388,""
19539,2019Q1,"",S08000032,"",L302H,"",A1,"",General Medicine,"",10794,"",10115,"",119.93333333333334,"",112.38888888888889,"",93.70946822308689,""
19540,2019Q1,"",S08000032,"",L308H,"",A1,"",General Medicine,"",13440,"",12663,"",149.33333333333334,"",140.7,"",94.21875,""
19541,2019Q1,"",S08000032,"",S08000032,d,A1,"",General Medicine,"",40740,"",35061,"",452.6666666666667,"",389.56666666666666,"",86.06038291605302,""
19542,2019Q2,"",S08000032,"",L106H,"",A1,"",General Medicine,"",13914,"",11416,"",152.9010989010989,"",125.45054945054945,"",82.0468592784246,""
19543,2019Q2,"",S08000032,"",L302H,"",A1,"",General Medicine,"",10051,"",9456,"",110.45054945054945,"",103.91208791208793,"",94.08019102576858,""
19544,2019Q2,"",S08000032,"",L308H,"",A1,"",General Medicine,"",13621,"",12651,"",149.6813186813187,"",139.021978021978,"",92.87864327141912,""
19545,2019Q2,"",S08000032,"",S08000032,d,A1,"",General Medicine,"",37586,"",33523,"",413.032967032967,"",368.38461538461536,"",89.19012398233384,""
19546,2019Q3,"",S08000032,"",L106H,"",A1,"",General Medicine,"",12744,"",11384,"",138.52173913043478,"",123.7391304347826,"",89.32831136220966,""
19547,2019Q3,"",S08000032,"",L302H,"",A1,"",General Medicine,"",10982,"",10576,"",119.3695652173913,"",114.95652173913044,"",96.30304134037516,""
19548,2019Q3,"",S08000032,"",L308H,"",A1,"",General Medicine,"",13248,"",12226,"",144,"",132.8913043478261,"",92.28562801932368,""
19549,2019Q3,"",S08000032,"",S08000032,d,A1,"",General Medicine,"",36974,"",34186,"",401.89130434782606,"",371.5869565217391,"",92.45956618164116,""
19550,2019Q4,"",S08000032,"",L106H,"",A1,"",General Medicine,"",13980,"",12316,"",151.95652173913044,"",133.8695652173913,"",88.09728183118742,""
19551,2019Q4,"",S08000032,"",L302H,"",A1,"",General Medicine,"",11171,"",10762,"",121.42391304347828,"",116.97826086956522,"",96.3387342225405,""
19552,2019Q4,"",S08000032,"",L308H,"",A1,"",General Medicine,"",14353,"",13456,"",156.0108695652174,"",146.2608695652174,"",93.75043544903504,""
19553,2019Q4,"",S08000032,"",S08000032,d,A1,"",General Medicine,"",39504,"",36534,"",429.39130434782606,"",397.10869565217394,"",92.48177399756987,""
19554,2020Q1,"",S08000032,"",L106H,"",A1,"",General Medicine,"",15166,"",12370,"",166.65934065934067,"",135.93406593406593,"",81.56402479229855,""
19555,2020Q1,"",S08000032,"",L302H,"",A1,"",General Medicine,"",12787,"",9057,"",140.5164835164835,"",99.52747252747253,"",70.82974896379135,""
19556,2020Q1,"",S08000032,"",L308H,"",A1,"",General Medicine,"",15694,"",13439,"",172.46153846153845,"",147.6813186813187,"",85.63145151013126,""
19557,2020Q1,"",S08000032,"",S08000032,d,A1,"",General Medicine,"",43648,"",34867,"",479.6483516483517,"",383.15384615384613,"",79.88223973607037,""
19558,2020Q2,"",S08000032,"",L106H,"",A1,"",General Medicine,"",15590,"",10257,"",171.3186813186813,"",112.71428571428572,"",65.79217447081463,""
19559,2020Q2,"",S08000032,"",L302H,"",A1,"",General Medicine,"",19051,"",7126,"",209.35164835164835,"",78.3076923076923,"",37.404860637236894,""
19560,2020Q2,"",S08000032,"",L308H,"",A1,"",General Medicine,"",15038,"",9411,"",165.25274725274724,"",103.41758241758242,"",62.58146030057189,""
19561,2020Q2,"",S08000032,"",S08000032,d,A1,"",General Medicine,"",49679,"",26794,"",545.9230769230769,"",294.43956043956047,"",53.93425793594879,""
19562,2020Q3,"",S08000032,"",L106H,"",A1,"",General Medicine,"",14105,"",11243,"",153.31521739130434,"",122.20652173913044,"",79.70932293512939,""
19563,2020Q3,"",S08000032,"",L302H,"",A1,"",General Medicine,"",14806,"",8687,"",160.93478260869566,"",94.42391304347828,"",58.672159935161424,""
19564,2020Q3,"",S08000032,"",L308H,"",A1,"",General Medicine,"",13737,"",10926,"",149.31521739130434,"",118.7608695652174,"",79.53701681589867,""
19565,2020Q3,"",S08000032,"",S08000032,d,A1,"",General Medicine,"",42648,"",30856,"",463.5652173913044,"",335.39130434782606,"",72.35040330144437,""
19566,2020Q4,"",S08000032,"",L106H,"",A1,"",General Medicine,"",15440,"",13473,"",167.82608695652175,"",146.44565217391303,"",87.26036269430051,""
